employee_id,fullname,years_of_service_months,rating,is_high_performer,performance_group,grade_name,education_name,major_name,position_name,department_name,directorate_name,iq,pauli,gtq,tiki,mbti,disc,GDR,CEX,IDS,QDD,STO,SEA,VCU,LIE,FTC,CSI,Papi_N,Papi_G,Papi_A,Papi_L,Papi_P,Papi_I,Papi_T,Papi_V,Papi_X,Papi_S,Papi_B,Papi_O,Papi_R,Papi_D,Papi_C,Papi_Z,Papi_E,Papi_K,Papi_F,Papi_W
EMP100081,Ari Yulianto,85,4,0,Others,V,S2,Economics,Supply Planner,Finance,Technology,138,49,23,7,ENFP,CS,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3,6,9,2,4,2,6,1,8,2,2,1,6,null,3,6,6,2,2,1
EMP100082,Budi Dharma Lukman,63,4,0,Others,V,SMA,Business,Brand Executive,IT,Technology,133,94,27,6,INTP,,3.0,3.0,3.0,,3.0,5.0,4.0,4.0,4.0,4.0,1,2,5,1,1,7,3,1,1,2,5,3,null,5,4,4,1,8,null,9
EMP100083,Rizka Erlangga Subekti,19,3,0,Others,IV,SMA,Business,Supply Planner,R&D,Technology,99,50,30,2,ENTJ,CD,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,,4,8,null,9,5,3,4,4,8,null,5,7,3,8,7,6,2,2,null,9
EMP100084,Dian Rachman Handayani,16,4,0,Others,IV,D3,Design,Supply Planner,HR,Technology,118,56,36,5,,SD,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,8,3,3,9,9,4,null,8,3,7,5,1,8,7,1,7,8,6,4,1
EMP100085,Ahmad Rohman,22,4,0,Others,V,S1,Business,Data Analyst,IT,HR & Corp Affairs,null,86,26,8,ENTJ,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5,4,6,7,6,9,4,3,4,5,2,2,9,3,6,2,2,3,1,2
EMP100086,Rani Syahputra,23,4,0,Others,V,S2,Economics,HRBP,R&D,Commercial,110,79,36,3,ISTJ,IC,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1,7,7,3,1,4,3,7,9,9,6,2,1,6,4,3,7,5,2,null
EMP100087,Rizka Ananda,12,1,0,Others,V,S2,Economics,Brand Executive,R&D,HR & Corp Affairs,109,36,25,2,ENFP,DS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,8,9,7,5,7,5,9,7,9,6,7,7,3,4,null,6,7,4,7
EMP100088,Nadia Saputra Mahendra,38,2,0,Others,III,S2,Statistics,Finance Officer,HR,Commercial,83,29,29,5,ISFP,CS,2.0,3.0,,2.0,,1.0,1.0,2.0,2.0,2.0,8,5,8,2,3,4,3,4,9,1,9,3,9,7,5,9,5,1,4,8
EMP100089,Umar Simanjuntak,56,3,0,Others,V,S1,Engineering,Sales Supervisor,Marketing,Technology,null,97,null,10,,CD,,4.0,,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2,7,9,3,9,6,4,2,9,2,8,7,9,9,5,2,3,3,5,6
EMP100090,Maya Pratomo,27,4,0,Others,IV,S1,Psychology,Supply Planner,Operations,HR & Corp Affairs,null,48,29,1,ESTJ,DS,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,null,7,3,6,9,1,3,3,8,2,3,7,5,4,1,1,2,8,9,5
EMP100091,Oka Candra Firmansyah,10,4,0,Others,IV,S2,Business,Finance Officer,IT,Commercial,102,36,23,6,ENFP,DS,4.0,4.0,5.0,,4.0,,4.0,4.0,3.0,4.0,3,1,null,3,8,3,3,3,3,7,4,4,1,6,4,5,2,6,7,9
EMP100092,Ahmad Indrawan,68,3,0,Others,V,S1,Design,Data Analyst,Marketing,Technology,null,43,null,1,ENTJ,IC,3.0,,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1,5,3,7,6,8,null,5,6,2,4,null,2,7,3,6,3,1,7,9
EMP100093,Nadia Lestari Utami,57,2,0,Others,IV,S1,Statistics,Data Analyst,Operations,Technology,93,71,24,3,ENTP,CS,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,9,3,6,1,1,5,8,3,2,9,4,8,8,8,null,8,9,1,7,3
EMP100094,Nadia Utama Yulianto,33,4,0,Others,III,S1,Engineering,Brand Executive,IT,Technology,95,24,16,6,INFJ,SD,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,2,8,2,5,9,7,6,6,2,9,7,6,3,4,6,null,9,6,1,3
EMP100095,Fitri Pamungkas,41,3,0,Others,IV,S2,Psychology,Finance Officer,Marketing,HR & Corp Affairs,null,66,null,5,ISFJ,SC,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2,5,1,4,3,6,2,9,5,9,7,7,7,1,3,7,4,8,8,null
EMP100096,Rama Dharma Wibowo,77,2,0,Others,IV,S2,Engineering,Data Analyst,R&D,Commercial,null,42,20,7,ENTJ,SI,2.0,1.0,3.0,3.0,2.0,2.0,1.0,,2.0,,7,3,5,7,7,5,1,4,9,2,null,2,4,2,6,9,2,1,9,5
EMP100097,Valdo Subekti,64,3,0,Others,III,S1,Economics,Supply Planner,HR,Technology,null,44,32,2,INFJ,DC,,4.0,3.0,3.0,3.0,3.0,3.0,,,3.0,8,5,4,9,7,2,null,9,4,1,2,6,4,3,8,4,6,7,2,9
EMP100098,Indra Hidayat,57,3,0,Others,V,S1,Business,Finance Officer,IT,Commercial,128,37,17,9,ENTJ,ID,,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2,7,null,4,7,4,6,5,1,3,8,8,7,7,7,9,6,6,null,1
EMP100099,Tania Suharto,46,3,0,Others,III,S1,Statistics,HRBP,Marketing,HR & Corp Affairs,null,52,null,7,ESTJ,SC,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,5,4,7,null,9,null,7,8,1,null,4,2,9,null,5,1,3,4,null,null
EMP100100,Intan Rachman Suharto,55,1,0,Others,IV,D3,Design,Brand Executive,Marketing,Commercial,null,44,null,6,,DC,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1,3,2,9,5,3,3,4,5,null,8,6,7,6,3,1,5,1,5,7
EMP100101,Yoga Pratomo,51,4,0,Others,V,SMA,Psychology,HRBP,Finance,HR & Corp Affairs,81,35,26,2,ESTJ,IC,4.0,3.0,4.0,4.0,4.0,5.0,4.0,,4.0,5.0,2,null,4,null,7,null,7,7,4,5,4,5,4,null,9,4,4,1,6,2
EMP100102,Dinda Permadi,22,3,0,Others,III,S2,Economics,Finance Officer,R&D,Technology,111,47,19,5,INTJ,SI,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,6,5,5,1,5,6,5,3,null,2,7,9,9,9,9,4,1,4,4,null
EMP100103,Ayu Ginting,32,5,1,High Performer,IV,D3,Business,Data Analyst,IT,Technology,105,62,26,2,ESTJ,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,2,7,5,8,7,2,4,5,8,7,7,3,null,null,6,9,3,4,2
EMP100104,Budi Pratama,81,1,0,Others,III,SMA,Statistics,HRBP,IT,HR & Corp Affairs,102,80,23,9,ISTP,DC,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,null,9,9,4,9,9,9,3,1,2,5,5,2,2,1,9,9,6,9,1
EMP100105,Maya Yulianto,16,1,0,Others,III,SMA,Business,Brand Executive,Marketing,HR & Corp Affairs,null,50,null,7,ENFJ,SC,1.0,2.0,,2.0,1.0,1.0,,,,1.0,5,9,9,9,7,5,7,5,9,4,1,3,9,1,3,3,null,7,null,8
EMP100106,Valdo Wijaya Wijaya,64,1,0,Others,V,SMA,Business,Brand Executive,R&D,Technology,102,72,29,4,ENFJ,CD,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6,3,1,5,2,4,4,6,6,9,3,5,4,3,9,7,8,3,2,5
EMP100107,Dian Fauziah,45,3,0,Others,IV,SMA,Engineering,HRBP,Operations,Commercial,104,28,41,9,ISFP,CI,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3,9,1,3,6,9,null,5,2,8,5,4,7,9,3,9,1,8,5,3
EMP100108,Dinda Erlangga Handayani,58,4,0,Others,IV,S1,Statistics,Finance Officer,IT,Technology,129,73,27,5,ISTP,DC,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,8,4,6,null,9,9,3,null,7,8,5,4,2,1,7,9,5,null,null,null
EMP100109,Dinda Wibowo,55,1,0,Others,V,SMA,Engineering,Data Analyst,IT,Technology,91,90,16,4,ESFP,DC,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,6,6,9,8,3,7,5,2,8,1,4,null,8,3,1,3,9,null,9,8
EMP100110,Citra Hartanto,46,3,0,Others,V,S2,Engineering,Sales Supervisor,IT,HR & Corp Affairs,97,36,37,5,INFP,SD,2.0,2.0,,3.0,3.0,3.0,,3.0,4.0,4.0,3,7,null,8,5,1,9,5,1,1,3,null,4,8,9,4,2,2,6,8
EMP100111,Rendra Herlambang,44,2,0,Others,V,S2,Psychology,Finance Officer,R&D,Commercial,83,38,22,8,ENFJ,ID,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,8,7,4,5,1,1,3,4,7,1,null,1,5,7,3,6,7,8,7,9
EMP100112,Adit Mahardika Pratama,36,2,0,Others,III,D3,Economics,Finance Officer,Finance,Technology,132,88,25,7,ENTP,,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,6,4,1,2,1,8,7,5,7,2,null,2,7,5,7,2,6,5,7,1
EMP100113,Iman Rachman Rahmawati,55,1,0,Others,IV,D3,Psychology,Brand Executive,R&D,Commercial,117,57,28,10,INTJ,ID,4.0,3.0,2.0,3.0,2.0,3.0,3.0,,3.0,3.0,6,3,1,5,4,null,2,4,null,8,6,7,9,1,6,5,null,8,7,6
EMP100114,Vania Fadillah Fauziah,15,5,1,High Performer,IV,SMA,Design,HRBP,Marketing,HR & Corp Affairs,null,33,null,7,INFJ,DI,4.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,8,2,5,7,3,8,8,3,8,7,4,2,null,null,2,null,2,9,9,5
EMP100115,Satya Yudhistira Lukman,41,2,0,Others,III,S2,Engineering,Brand Executive,HR,HR & Corp Affairs,90,21,23,7,ENFJ,IS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,7,4,7,5,3,7,7,4,9,5,null,5,2,3,5,7,null,6
EMP100116,Bayu Ridwan,50,4,0,Others,V,S1,Psychology,Supply Planner,Marketing,HR & Corp Affairs,null,89,null,7,ISFP,SI,3.0,4.0,5.0,4.0,,,4.0,3.0,5.0,5.0,8,9,4,4,2,9,2,6,7,9,2,1,5,1,3,5,7,5,null,8
EMP100117,Prasetyo Gunawan,39,4,0,Others,IV,S1,Statistics,HRBP,R&D,HR & Corp Affairs,86,40,25,5,INFJ,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3,2,8,3,3,7,4,3,9,3,null,2,2,7,null,4,8,5,4,9
EMP100118,Julia Pramudita Hartanto,53,2,0,Others,V,S1,Engineering,HRBP,HR,Technology,null,67,32,2,ISTJ,IC,,3.0,3.0,4.0,3.0,3.0,,4.0,3.0,2.0,3,5,3,3,6,9,2,1,4,7,8,6,6,7,9,7,8,2,8,3
EMP100119,Iman Ginting,1,4,0,Others,IV,S1,Economics,Supply Planner,Finance,Commercial,102,96,29,1,INTJ,SI,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,4.0,2,9,5,5,9,4,4,2,7,null,1,7,2,1,7,null,null,4,5,6
EMP100120,Iman Maulida,52,2,0,Others,IV,D3,Economics,Data Analyst,Finance,Commercial,127,53,29,8,,SC,3.0,,2.0,2.0,2.0,,3.0,2.0,1.0,1.0,4,5,4,9,9,9,null,8,1,2,2,2,5,null,4,6,null,2,3,9
EMP100121,Bayu Hidayat,56,3,0,Others,III,S1,Engineering,HRBP,IT,Technology,84,95,21,10,INFJ,,3.0,3.0,3.0,,2.0,2.0,3.0,3.0,4.0,3.0,8,null,5,2,4,9,8,5,4,4,5,6,2,6,2,8,2,2,null,1
EMP100122,Rizki Simanjuntak,10,1,0,Others,V,S1,Design,Supply Planner,Marketing,Technology,null,27,null,2,ESTP,CS,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6,6,7,8,9,2,9,4,4,3,2,7,8,8,null,6,2,6,7,1
EMP100123,Kurnia Jatmiko Permadi,54,2,0,Others,IV,SMA,Design,Sales Supervisor,HR,Commercial,107,40,27,8,ESTJ,CD,,2.0,3.0,,2.0,2.0,2.0,,3.0,2.0,3,2,8,8,3,3,2,4,2,8,5,1,4,4,7,5,3,5,5,4
EMP100124,Maya Nabila Salsabila,52,2,0,Others,III,D3,Design,Data Analyst,Marketing,HR & Corp Affairs,null,38,null,8,ESFP,DC,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3,4,2,9,null,3,1,null,2,8,9,null,9,5,3,1,null,9,9,9
EMP100125,Nabila Lestari Santoso,45,4,0,Others,V,D3,Business,Sales Supervisor,Finance,HR & Corp Affairs,null,28,30,6,ENTP,DC,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,9,9,6,5,4,5,7,4,7,4,null,5,5,2,null,3,6,3,9,5
EMP100126,Vania Siregar,67,3,0,Others,V,S2,Economics,Sales Supervisor,Operations,Technology,120,86,24,1,ISFP,DS,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,6,7,2,8,8,1,2,null,null,5,6,9,2,4,2,9,6,7,2,7
EMP100127,Lestari Gunawan,26,3,0,Others,V,S2,Statistics,Supply Planner,Marketing,Commercial,null,20,null,1,,CI,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3,6,3,8,2,6,6,8,1,1,7,7,2,9,4,8,3,8,5,4
EMP100128,Ahmad Siregar,58,2,0,Others,IV,S1,Economics,HRBP,R&D,HR & Corp Affairs,117,70,38,3,ESTP,DC,1.0,3.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3,3,3,6,7,7,5,5,6,null,3,8,8,2,2,6,9,5,9,8
EMP100129,Dian Utama Kusuma,17,2,0,Others,IV,S2,Design,Data Analyst,Finance,Commercial,109,64,28,3,ENTP,CS,3.0,2.0,1.0,2.0,3.0,,3.0,2.0,3.0,1.0,1,5,9,8,4,8,6,4,null,1,1,2,5,1,null,7,1,6,null,5
EMP100130,Citra Rahmawati,68,4,0,Others,III,SMA,Economics,Brand Executive,Finance,Technology,84,39,24,9,INTP,CD,3.0,4.0,3.0,3.0,,5.0,4.0,4.0,4.0,4.0,8,null,2,6,8,4,1,5,5,2,3,3,5,9,6,7,3,9,5,7
EMP100131,Ayunda Adi Hartanto,58,3,0,Others,V,S2,Economics,HRBP,Operations,Commercial,102,51,24,2,ESTP,DS,2.0,2.0,3.0,3.0,4.0,3.0,3.0,,3.0,,4,8,8,1,9,8,5,4,2,1,2,5,9,8,1,1,9,4,1,8
EMP100132,Maya Ramadhan,46,2,0,Others,V,S1,Statistics,Data Analyst,Operations,HR & Corp Affairs,118,66,33,8,ISFP,SI,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4,6,2,null,7,3,8,6,6,8,7,1,8,2,6,2,2,8,6,9
EMP100133,Rendra Handayani,30,3,0,Others,III,S2,Business,HRBP,HR,Technology,104,44,39,4,ENTP,CI,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,6,4,5,9,4,7,3,null,5,null,2,5,1,1,8,2,7,4,4,8
EMP100134,Rifqi Wijaya,61,3,0,Others,III,D3,Psychology,Sales Supervisor,IT,HR & Corp Affairs,119,33,22,6,INTJ,CS,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2,3,8,4,6,9,9,5,5,9,2,2,8,2,2,5,1,8,6,5
EMP100135,Indra Wijaya Ridwan,14,4,0,Others,III,D3,Statistics,HRBP,Finance,Technology,113,87,27,7,INFP,,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1,2,6,3,8,9,2,7,7,8,3,null,6,1,2,7,6,6,2,1
EMP100136,Maya Pradana,76,4,0,Others,III,D3,Statistics,Data Analyst,HR,Commercial,131,45,26,10,ESFJ,ID,4.0,,3.0,2.0,,2.0,3.0,3.0,4.0,3.0,2,4,8,1,3,9,8,1,4,5,null,7,3,null,6,7,8,1,4,9
EMP100137,Rizky Jatmiko Hasibuan,124,2,0,Others,III,D3,Business,Brand Executive,Operations,HR & Corp Affairs,125,73,16,10,ESFJ,DC,1.0,,2.0,3.0,2.0,2.0,3.0,2.0,2.0,,5,5,3,8,5,7,3,4,9,9,5,7,null,null,3,6,3,2,9,3
EMP100138,Rani Zulfikar,42,4,0,Others,V,SMA,Psychology,Finance Officer,Marketing,HR & Corp Affairs,null,29,null,9,ISFJ,IC,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,null,2,3,2,9,4,2,9,7,4,1,3,3,7,2,1,3,8,4,5
EMP100139,Nadia Herlambang,78,3,0,Others,V,S1,Economics,HRBP,Marketing,Technology,null,47,null,8,ENTP,IC,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2,9,4,1,1,4,3,9,8,8,2,null,null,5,5,8,4,2,1,null
EMP100140,Yuni Siregar,54,4,0,Others,III,SMA,Statistics,Supply Planner,IT,Commercial,null,92,33,1,ISFP,DI,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2,null,2,4,4,4,3,1,1,7,2,6,6,7,3,2,3,4,2,7
EMP100141,Fitri Utami,67,4,0,Others,V,S2,Business,Supply Planner,HR,Technology,124,91,29,8,ENFJ,DC,1.0,1.0,1.0,,2.0,3.0,1.0,2.0,2.0,1.0,3,9,6,1,8,7,6,3,2,1,1,3,1,4,8,4,4,8,1,4
EMP100142,Indra Putra,64,4,0,Others,III,D3,Psychology,HRBP,Marketing,Technology,null,98,null,1,ESTP,ID,,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,9,5,1,6,1,8,1,8,7,3,5,2,7,3,5,8,4,6,1,7
EMP100143,Nadia Pramudita Wibowo,22,1,0,Others,IV,S1,Economics,Data Analyst,Operations,Technology,122,38,21,3,ESFP,IS,,1.0,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,7,4,7,8,3,null,6,1,4,9,3,9,4,8,6,5,3,2,9,6
EMP100144,Bella Nabila Purnama,20,2,0,Others,IV,S1,Statistics,HRBP,HR,Technology,null,60,23,8,ENFP,CI,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,99.0,2.0,2,null,9,9,3,5,null,3,8,3,8,7,8,7,5,4,9,8,6,null
EMP100145,Novi Purnama,41,1,0,Others,III,SMA,Psychology,Sales Supervisor,Finance,Commercial,107,51,31,9,INFP,SC,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,7,6,8,2,2,9,4,9,6,9,1,1,8,4,4,4,3,5,4,8
EMP100146,Maya Wijaya,35,3,0,Others,III,D3,Psychology,Sales Supervisor,Operations,HR & Corp Affairs,120,90,21,9,INTP,CS,3.0,,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3,4,7,1,1,1,6,6,3,9,1,2,1,7,6,7,9,null,8,7
EMP100147,Hana Ridwan,7,3,0,Others,IV,S1,Statistics,Supply Planner,HR,Commercial,null,67,34,5,ESFJ,IS,3.0,4.0,4.0,3.0,2.0,3.0,,3.0,3.0,3.0,null,9,8,3,9,6,6,null,7,2,6,1,7,5,3,5,3,8,3,3
EMP100148,Galih Zulfikar Hasibuan,100,1,0,Others,III,SMA,Design,Brand Executive,Operations,Commercial,120,43,34,2,INTP,IS,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,1,9,9,1,1,9,7,7,9,4,3,4,7,7,1,null,9,4,7
EMP100149,Teguh Saputra Hasibuan,60,4,0,Others,III,SMA,Economics,HRBP,Operations,Technology,122,28,26,7,ESTJ,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,9,4,1,6,7,1,2,5,4,5,2,4,7,6,9,4,7,9,4
EMP100150,Hadi Hasibuan,69,5,1,High Performer,V,S2,Statistics,Brand Executive,Operations,Commercial,125,69,26,4,ENFP,CS,2.0,3.0,2.0,2.0,4.0,3.0,,,2.0,3.0,9,2,1,1,7,4,2,6,8,1,3,4,3,6,9,null,6,5,6,1
EMP100151,Wahyu Permadi,42,2,0,Others,III,SMA,Business,Finance Officer,R&D,Technology,123,35,15,10,INTP,DI,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,7,7,9,8,8,2,2,6,9,2,3,9,9,2,7,5,2,3,2,5
EMP100152,Satya Siregar,59,4,0,Others,V,S1,Psychology,Data Analyst,HR,Technology,93,33,22,6,,IC,,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,3,1,4,6,3,2,7,8,2,5,null,null,2,3,5,7,6,7,4,8
EMP100153,Arif Herlambang,66,2,0,Others,III,S2,Statistics,Finance Officer,HR,Technology,null,85,31,9,ENFJ,CI,2.0,2.0,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,6,3,4,7,1,3,2,6,1,3,1,null,3,2,3,9,2,8,8,3
EMP100154,Kurnia Maulida,39,2,0,Others,IV,SMA,Engineering,Data Analyst,Finance,HR & Corp Affairs,117,86,26,10,ESFP,ID,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5,5,5,9,5,3,6,2,7,4,null,null,8,1,6,null,7,5,3,9
EMP100155,Citra Jatmiko Siregar,74,2,0,Others,III,SMA,Design,Finance Officer,Marketing,Technology,null,73,null,4,ENTP,CD,2.0,3.0,2.0,2.0,1.0,2.0,1.0,,2.0,3.0,2,4,5,2,9,3,2,null,5,5,8,4,9,3,6,3,3,7,2,7
EMP100156,Yoga Anugrah Lestari,66,4,0,Others,III,SMA,Business,HRBP,IT,Technology,80,51,29,7,ESFJ,SI,3.0,5.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,6,6,1,3,6,6,3,7,7,9,2,5,8,5,7,3,9,null,1,7
EMP100157,Maya Zulfikar Purnama,15,2,0,Others,V,D3,Design,Brand Executive,HR,HR & Corp Affairs,118,34,24,4,ISTJ,IC,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3,9,7,8,6,3,6,null,8,5,4,9,5,3,7,1,9,1,3,9
EMP100158,Lestari Syahputra,20,4,0,Others,V,S1,Statistics,HRBP,IT,Commercial,137,33,23,6,INTJ,SD,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4,6,5,5,9,null,9,2,1,6,8,null,9,8,1,4,4,5,6,1
EMP100159,Nabila Mahendra,45,4,0,Others,V,D3,Psychology,HRBP,Finance,HR & Corp Affairs,null,94,29,4,INFJ,CI,3.0,2.0,,,,4.0,3.0,3.0,3.0,4.0,6,7,2,4,8,6,1,9,8,5,2,1,8,6,6,4,8,4,5,6
EMP100160,Nugroho Rachman Salsabila,83,3,0,Others,IV,SMA,Engineering,Brand Executive,R&D,HR & Corp Affairs,133,70,25,4,INTP,DC,2.0,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3,2,2,5,6,6,4,5,1,4,6,5,1,5,8,7,9,2,2,5
EMP100161,Wulan Saputra Pratama,78,1,0,Others,III,S1,Engineering,Supply Planner,IT,Technology,113,42,20,3,,CD,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,4,7,8,3,1,1,4,7,1,1,2,7,4,1,7,9,null,7,8
EMP100162,Eko Adi Permadi,38,1,0,Others,IV,SMA,Psychology,Sales Supervisor,Operations,Commercial,138,43,22,2,ENTP,DI,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,6,4,2,3,1,4,null,6,2,1,7,3,3,null,1,9,6,5,3,7
EMP100163,Oktavia Pramudita Sinaga,74,3,0,Others,III,S2,Design,Data Analyst,R&D,Technology,137,57,28,10,ESTP,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7,2,1,8,8,2,9,8,8,8,8,9,null,6,5,8,null,6,null,null
EMP100164,Wahyu Iqbal Pratomo,81,3,0,Others,III,S1,Psychology,Data Analyst,IT,HR & Corp Affairs,null,88,34,9,ENFJ,IS,4.0,3.0,4.0,,3.0,3.0,3.0,3.0,2.0,2.0,null,2,7,4,5,2,7,5,5,8,8,null,8,1,7,9,1,null,4,7
EMP100165,Kurnia Nugroho,18,4,0,Others,V,S2,Statistics,Supply Planner,Finance,Commercial,123,48,29,5,ENTP,CS,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5,5,2,null,1,4,4,6,9,2,4,7,9,5,2,6,8,9,5,9
EMP100166,Wahyu Yulianto,34,2,0,Others,III,S2,Economics,HRBP,Marketing,Technology,null,38,null,10,ISFP,IC,3.0,2.0,1.0,,1.0,2.0,3.0,2.0,2.0,2.0,2,6,5,9,2,null,7,7,1,3,7,null,6,2,8,8,4,9,8,8
EMP100167,Eko Zulfikar,84,3,0,Others,III,S2,Design,HRBP,HR,Technology,119,67,24,1,ESTP,CD,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,1,8,2,2,1,9,1,1,9,1,5,null,2,3,3,2,null,3,8,8
EMP100168,Wahyu Rachman Utami,77,1,0,Others,V,S1,Economics,Finance Officer,HR,Commercial,114,33,34,1,ISTJ,CI,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,4,1,7,7,7,5,null,2,2,null,4,2,null,9,6,4,8,3,5,5
EMP100169,Intan Permadi,55,3,0,Others,IV,S1,Statistics,HRBP,IT,HR & Corp Affairs,101,90,20,3,ESFP,CS,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,3,3,null,8,5,7,4,1,7,8,1,7,1,3,5,7,6,5,1,1
EMP100170,Dinda Wijaya Zulfikar,103,3,0,Others,III,D3,Psychology,Brand Executive,Marketing,Technology,null,55,null,1,INFJ,CI,3.0,,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,7,7,4,2,8,3,9,5,7,1,5,4,2,9,5,2,null,8,5,9
EMP100171,Nadia Yulianto,44,2,0,Others,V,S2,Design,Data Analyst,IT,Technology,136,91,22,4,ISFJ,IC,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,,3.0,8,null,8,5,7,4,6,5,7,4,5,5,null,1,5,1,9,6,2,7
EMP100172,Dinda Ridwan,15,4,0,Others,V,S2,Statistics,Supply Planner,IT,Commercial,115,77,22,10,ENTP,CI,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1,9,7,2,1,9,8,2,6,7,3,7,9,9,1,7,9,9,4,8
EMP100173,Ahmad Wijaya,81,3,0,Others,V,S2,Business,Supply Planner,R&D,HR & Corp Affairs,null,75,27,2,INTP,ID,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2,2,1,8,2,5,9,7,8,2,1,3,7,7,7,2,7,3,9,null
EMP100174,Ayunda Nabila Ramadhan,74,4,0,Others,IV,S2,Psychology,Sales Supervisor,Marketing,HR & Corp Affairs,null,70,null,4,ESFJ,IC,4.0,3.0,2.0,,3.0,2.0,3.0,3.0,3.0,2.0,4,8,9,9,2,5,4,2,9,2,3,null,7,3,5,6,null,5,7,8
